url,type,backlinks,class,reason
https://www.sgmjournals.org/mic/misc/self_archiving.dtl,info-page,154,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/cgi/search,info-page,98,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/contents-by-date.0.shtml,info-page,72,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/vir/contents-by-date.0.shtml,info-page,42,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/mic/contents-by-date.0.shtml,info-page,35,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/mic/search.dtl,info-page,30,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/search,info-page,30,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/search.dtl,info-page,28,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/current.shtml,info-page,26,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/misc/ifora.shtml,info-page,26,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/vir/search.dtl,info-page,26,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/future.shtml,info-page,25,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/misc/subonline.shtml,info-page,25,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/reports/mfc1.dtl,info-page,25,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/reports/mfr1.dtl,info-page,25,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/jmm/supplemental/index.shtml,info-page,25,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/ijs/contents-by-date.0.shtml,info-page,23,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/mic/cgi/search,info-page,23,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/ijs/misc/ifora.shtml,info-page,22,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/mic/current.shtml,info-page,20,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
https://www.sgmjournals.org/vir/future.shtml,info-page,20,noindex,utility/duplicate navigation page — noindex,follow (reachable, not indexed)
