URL,exists,canonical-OK,links-OK,seo-OK,content-OK,source
http://ijs.sgmjournals.org/content/53/6/1707,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/53/6/1715.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/53/6/1725.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/53/6/1819.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/53/6/1825.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/53/6/1979.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/53/6/2067.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/53/6/2079.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/1/215.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/1/221.long,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/54/1/99.abstract,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/54/2/457.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/3/645.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/3/699.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/3/721.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/3/857.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/3/925.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/3/975.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/3/975.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/3/975.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/4/1037.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/4/1095,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/54/4/1129.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/4/1137.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/4/1145.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/4/1145.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/4/1177.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/4/1243.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/4/1301.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/4/1369.abstract,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/54/5/1453.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/5/1469.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/5/1477,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/54/5/1581.full,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/54/5/1581.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/5/1709.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/5/1773.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/5/1837.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/6/2213.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/6/2223.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/6/2223.full%5B%5D,yes,yes,yes,yes,yes,redirect
http://ijs.sgmjournals.org/content/54/6/2285,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/54/6/2285.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/6/2285.full.pdf%5B%5D,yes,yes,yes,yes,yes,redirect
http://ijs.sgmjournals.org/content/54/6/2285.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/6/2291.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/54/6/2375.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/1/11.short,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/55/1/197.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/1/245.abstract?related-urls=yes&legid=ijs;55/1/245,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/1/251.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/1/281.full,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/55/1/303.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/1/309.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/1/341.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/1/35.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/1/521.abstract,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/55/1/521.full.pdf+html,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/55/1/521.long,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/55/1/539.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/1/91.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/2/621.long,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/55/2/685.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/2/757.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/2/757.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/2/763.long,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/55/2/967.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/3/1021.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/3/1077.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/3/1083.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/3/1083.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/3/1123.abstract,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/55/3/1133.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/3/1133.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/4/1491.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/4/1563.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/4/1615.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/4/1615.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/5/1857.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/5/1857.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/5/1871.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/5/1871.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/5/1965.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/5/2063.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/5/2113.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/6/2269.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/6/2519.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/6/2571.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/6/2589.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/55/6/2595.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/1/109.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/1/151.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/1/193.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/1/193.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/1/199.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/10/2365.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/10/2421.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/10/2449.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/10/2449.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/10/2449.full.pdf%5B%5D,yes,yes,yes,yes,yes,redirect
http://ijs.sgmjournals.org/content/56/10/2473.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/10/2473.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/11/2535.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/11/2553.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/11/2715.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/12/2729.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/12/2765.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/12/2805.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/12/2843.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/12/2899.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/2/361.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/2/453.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/2/459.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/3/501.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/3/519.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/3/559.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/3/563.full,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/56/3/605.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/3/619.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/3/641.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/3/641.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/4/715.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/4/739.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/4/739.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/4/811.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/4/855.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/5/931.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/5/931.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/5/973.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/5/991.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/6/1355.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/6/1355.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/7/1475.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/7/1519.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/7/1593,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/56/7/1639.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/7/1657.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/7/1667.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/7/1667.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/7/1703.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/8/1761.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/8/1789.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/8/1807.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/8/1847.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/8/1905.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/8/1917.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/8/1931.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/8/1971.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/56/9/2157.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/10/2284.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/10/2412.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/10/2436.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/11/2583.full,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/57/11/2688.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/11/2688.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/11/2720.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/12/2749.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/12/2960.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/12/2964.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/2/297.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/2/297.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/2/387,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/57/3/558.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/3/558.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/3/654,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/57/4/717.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/4/803.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/5/1126.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/6/1266.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/6/1323.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/7/1371,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/57/7/1413.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/7/1478.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/7/1478.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/8/1819.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/8/1819.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/8/1846.full.pdf+html,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/57/8/1876.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/8/1886.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/57/8/1886.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/1/136,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/58/1/251.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/1/57.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/1/6.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/1/73.full,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/58/10/2287.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/10/2330.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/10/2447.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/11/2597.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/11/2665.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/12/2839.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/2/375.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/2/375.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/2/414.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/2/420.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/2/515,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/58/3/565.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/3/654.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/3/688.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/4/929.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/4/929.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/4/946.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/4/970.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/5/1147.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/5/1153.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/5/1169.long%5B%5D,yes,yes,yes,yes,yes,redirect
http://ijs.sgmjournals.org/content/58/5/1245.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/6/1422.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/7/1525.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/7/1580.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/7/1644.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/7/1653.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/7/1680.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/7/1680.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/7/1680.full.pdf%5B%5D,yes,yes,yes,yes,yes,redirect
http://ijs.sgmjournals.org/content/58/7/1680.full.pdfLPSN,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/7/1746.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/7/1753,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/58/8/1788,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/58/8/1807.full,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/58/8/1950.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/9/2018.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/9/2141.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/9/2174.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/9/2180.full%5B%5D,yes,yes,yes,yes,yes,redirect
http://ijs.sgmjournals.org/content/58/9/2195.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/58/9/2229.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/1/162.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/10/2618.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/10/2618/suppl/DC1,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/11/2685,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/59/11/2692.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/11/2778.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/11/2815,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/59/11/2894.long,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/59/12/2977.long,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/59/12/3025.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/12/3025.full.pdf%5B%5D,yes,yes,yes,yes,yes,redirect
http://ijs.sgmjournals.org/content/59/2/275.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/2/319.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/2/378,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/59/2/430.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/3/498.full,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/59/3/526.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/4/681.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/5/1054.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/6/1302.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/6/1348.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/6/1364.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/6/1401.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/6/1541.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/6/1541.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/7/1793.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/8/2010.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/8/2010/F1.large.jpg,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/8/2015.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/9/2171.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/9/2171.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/9/2171.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/59/9/2191.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/1/166.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/1/166.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/1/21.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/1/244.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/1/249,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/60/1/44.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/10/2263.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/10/2320.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/10/2320.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/10/2326.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/11/2513.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/11/2557.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/11/2606.full,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/11/2671.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/11/2675.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/12/2710.abstract,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/60/12/2710.full,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/60/12/2719.full.pdf+html,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/60/12/2729.full.pdf+html,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/60/12/2768,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/60/12/2768.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/12/2768/suppl/DC1,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/60/12/2918.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/12/2946.abstract,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/60/2/338.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/2/422.full.pdf+html,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/3/469,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/3/504/suppl/DC1,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/3/707.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/4/721.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/4/721.full.pdf+html,yes,yes,yes,yes,yes,archive
http://ijs.sgmjournals.org/content/60/4/801.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/4/866.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/4/944.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/6/1358.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/6/1358.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/6/1418,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/6/1432.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/6/1454.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/6/1466.short,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/7/1565.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/8/1718.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/8/1783.full.pdf,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/8/1909.abstract,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/8/1921.long,yes,yes,yes,yes,yes,generated
http://ijs.sgmjournals.org/content/60/8/1938.full.pdf,yes,yes,yes,yes,yes,generated
